"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id"
"L1A","20240601_1743","20240601_1743_14657_9","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14657_10","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14657_11","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_0","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_1","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_2","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_3","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_4","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_5","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_6","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_7","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_8","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14658_9","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_0","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_1","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_2","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_3","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_4","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_5","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_6","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_7","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_8","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_9","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14659_10","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_0","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_1","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_2","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_3","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_4","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_5","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_6","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_7","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_8","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14660_9","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_0","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_1","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_2","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_3","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_4","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_5","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_6","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_7","","","0","","L1"
"L1A","20240601_1743","20240601_1743_14661_8","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_0","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_1","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_2","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_3","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_4","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_5","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_6","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_7","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_8","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_9","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11294_10","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_0","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_1","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_2","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_3","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_4","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_5","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_6","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_7","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_8","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11295_9","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_0","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_1","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_2","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_3","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_4","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_5","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_6","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_7","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_8","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11296_9","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_0","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_1","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_2","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_3","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_4","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11297_5","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_0","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_1","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_2","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_3","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_4","","","0","","L1"
"L1A","20240602_1321","20240602_1321_11298_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16371_10","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16372_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16373_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16374_10","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16375_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16376_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16377_10","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_6","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_7","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_8","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16378_9","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_0","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_1","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_2","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_3","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_4","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_5","","","0","","L1"
"L1A","20240603_2006","20240603_2006_16379_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16371_10","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16372_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16373_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16374_10","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16375_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16376_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16377_10","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_6","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_7","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_8","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16378_9","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_0","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_1","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_2","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_3","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_4","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_5","","","0","","L1"
"L1A","20240604_2006","20240604_2006_16379_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16371_10","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16372_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16373_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16374_10","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16375_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16376_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16377_10","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_6","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_7","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_8","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16378_9","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_0","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_1","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_2","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_3","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_4","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_5","","","0","","L1"
"L1A","20240605_2006","20240605_2006_16379_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16371_10","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16372_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16373_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16374_10","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16375_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_3","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_4","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_5","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_6","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_7","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_8","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16376_9","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16377_0","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16377_1","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16377_2","","","0","","L1"
"L1A","20240606_2006","20240606_2006_16377_3","","","0","","L1"
