"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id"
"L1A","20240417_2222","20240417_2222_18423_9","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_0","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_1","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_2","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_3","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_4","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_5","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_6","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_7","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_8","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_9","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18424_10","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18425_0","","","0","","L1"
"L1A","20240417_2222","20240417_2222_18425_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18416_10","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18417_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18418_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18419_10","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18420_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18421_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18422_10","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18423_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_1","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_2","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_3","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_4","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_5","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_6","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_7","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_8","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_9","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18424_10","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18425_0","","","0","","L1"
"L1A","20240418_2222","20240418_2222_18425_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_10","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18427_11","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18428_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_10","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18429_11","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18430_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18431_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18432_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_10","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18433_11","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_6","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_7","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_8","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18434_9","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_1","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_2","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_3","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_4","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18435_5","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18436_0","","","0","","L1"
"L1A","20240419_2223","20240419_2223_18436_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_0","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_2","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_3","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_4","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_5","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_6","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_7","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_8","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_9","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_10","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14657_11","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_0","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_2","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_3","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_4","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_5","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_6","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_7","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_8","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14658_9","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_0","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_2","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_3","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_4","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_5","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_6","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_7","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_8","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_9","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14659_10","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_0","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_2","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_3","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_4","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_5","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_6","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_7","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_8","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14660_9","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_0","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_1","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_2","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_3","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_4","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_5","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_6","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_7","","","0","","L1"
"L1A","20240420_1743","20240420_1743_14661_8","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_0","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_1","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_2","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_3","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_4","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_5","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_6","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_7","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_8","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_9","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11294_10","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_0","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_1","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_2","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_3","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_4","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_5","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_6","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_7","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_8","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11295_9","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_0","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_1","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_2","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_3","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_4","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_5","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_6","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_7","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_8","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11296_9","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_0","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_1","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_2","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_3","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_4","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11297_5","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_0","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_1","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_2","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_3","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_4","","","0","","L1"
"L1A","20240421_1321","20240421_1321_11298_5","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_0","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_1","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_2","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_3","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_4","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_5","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_6","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_7","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_8","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_9","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18416_10","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_0","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_1","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_2","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_3","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_4","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_5","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_6","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_7","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_8","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18417_9","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_0","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_1","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_2","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_3","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_4","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_5","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_6","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_7","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_8","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18418_9","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_0","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_1","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_2","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_3","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_4","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_5","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_6","","","0","","L1"
"L1A","20240422_2222","20240422_2222_18419_7","","","0","","L1"
